TransactionID,Date,CustomerID,CustomerName,Branch,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
TXN102247,2025-05-13,CUST1119,Nabin Maharjan,Kathmandu - New Road,Personal Care,Nivea Body Lotion,1,172.25,172.25,Cash
TXN100244,2025-07-05,CUST1121,Sushma Adhikari,Pokhara - Lakeside,Grocery,Wheat Flour 5kg,4,552.96,2211.84,eSewa
TXN102313,2025-10-10,CUST1103,Rohit Thapa,Butwal - Traffic Chowk,Grocery,Salt 1kg,1,196.51,196.51,Bank Transfer
TXN105222,2025-09-23,CUST1041,Sushma Bhattarai,Biratnagar - Main Road,Personal Care,Colgate Toothpaste,1,557.09,557.09,eSewa
TXN101947,2025-10-11,CUST1004,Rajesh Adhikari,Kathmandu - Kupondole,Apparel,Formal Shirt,2,604.19,1208.38,Khalti
TXN105939,2025-09-23,CUST1056,Alina Shrestha,Kathmandu - New Road,Apparel,Socks (3-pair pack),3,851.99,2555.97,Debit/Credit Card
TXN103050,2025-07-21,CUST1121,Sushma Adhikari,Pokhara - Lakeside,Apparel,Cotton T-Shirt,1,2384.58,2384.58,Debit/Credit Card
TXN104269,2025-01-29,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Grocery,Basmati Rice 5kg,1,876.65,876.65,Debit/Credit Card
TXN105252,2025-05-03,CUST1137,Sunita Tamang,Pokhara - Lakeside,Electronics,Power Bank 10000mAh,2,719.14,1438.28,eSewa
TXN100657,2025-01-04,CUST1024,Rajesh Adhikari,Lalitpur - Pulchowk,Apparel,Winter Jacket,3,658.66,1975.98,eSewa
TXN104438,2025-04-23,CUST1114,Sabnam Khadka,Biratnagar - Main Road,Apparel,Formal Shirt,3,1508.01,4524.03,eSewa
TXN105078,2025-06-06,CUST1073,Bikash Shrestha,Kathmandu - New Road,Household,Steel Lunch Box,1,449.57,449.57,Cash
TXN103568,2025-06-19,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Beverages,Real Juice 1L,2,363.08,726.16,Bank Transfer
TXN101176,2025-10-01,CUST1023,Bikash Rai,Kathmandu - Kupondole,Apparel,Kids Frock,4,897.97,3591.88,eSewa
TXN104100,2025-12-04,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Electronics,Bluetooth Earphones,4,3431.53,13726.12,Debit/Credit Card
TXN102792,2025-10-14,CUST1124,Anita Rai,Lalitpur - Pulchowk,Bakery,Butter Cookies,1,284.47,284.47,eSewa
TXN102192,2025-02-20,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Apparel,Socks (3-pair pack),4,1371.81,5487.24,Cash
TXN104133,2025-01-30,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Apparel,Formal Shirt,3,925.89,2777.67,Bank Transfer
TXN100988,2025-04-11,CUST1070,Alina Rai,Kathmandu - Kupondole,Electronics,Bluetooth Earphones,4,2790.09,11160.36,Debit/Credit Card
TXN103954,2025-01-05,CUST1140,Sabnam Poudel,Lalitpur - Pulchowk,Grocery,Red Lentil (Masoor Dal) 1kg,2,,906.4,Cash
TXN102557,2025-12-10,CUST1102,,Butwal - Traffic Chowk,Dairy,Paneer 250g,1,329.66,329.66,Khalti
TXN103924,2025-09-24,CUST1130,,Bhaktapur - Suryabinayak,Electronics,Power Bank 10000mAh,4,974.1,3896.4,Khalti
TXN102847,2025-10-02,CUST1044,Puja Magar,Bhaktapur - Suryabinayak,Bakery,Khari Biscuit Pack,1,303.11,303.11,Cash
TXN103194,2025-06-30,CUST1131,Sabnam Maharjan,Butwal - Traffic Chowk,Grocery,Salt 1kg,1,810.24,810.24,eSewa
TXN101617,2025-03-21,CUST1031,Sabnam Khadka,Bhaktapur - Suryabinayak,Bakery,Khari Biscuit Pack,2,,612.02,Cash
TXN104300,2025-01-15,CUST1024,Rajesh Adhikari,Lalitpur - Pulchowk,Grocery,Mustard Oil 1L,1,539.27,539.27,Debit/Credit Card
TXN102589,2025-09-09,CUST1095,Neha Khadka,Pokhara - Lakeside,Beverages,Coca-Cola 1.5L,2,118.3,236.6,Khalti
TXN100185,2025-09-30,CUST1011,Neha Magar,Chitwan - Bharatpur,Bakery,Butter Cookies,1,102.93,102.93,eSewa
TXN105454,2025-10-05,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Apparel,Kids Frock,2,2222.22,4444.44,Debit/Credit Card
TXN101606,2025-06-23,CUST1009,Sushma Rai,Kathmandu - New Road,Beverages,Coca-Cola 1.5L,4,394.58,1578.32,Khalti
TXN103819,2025-10-08,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Household,LED Bulb 9W,2,459.07,918.14,Cash
TXN102142,2025-09-14,CUST1131,Sabnam Maharjan,Butwal - Traffic Chowk,Personal Care,Nivea Body Lotion,2,579.45,1158.9,Khalti
TXN105049,2025-09-24,CUST1142,Rohit Maharjan,Lalitpur - Pulchowk,Beverages,Real Juice 1L,3,175.87,527.61,Cash
TXN104134,2025-11-11,CUST1142,Rohit Maharjan,Lalitpur - Pulchowk,Household,LED Bulb 9W,2,620.07,1240.14,eSewa
TXN105395,2025-12-07,CUST1034,Kritika Tamang,Butwal - Traffic Chowk,Personal Care,Sanitary Pads Pack,4,599.07,2396.28,Cash
TXN103105,2025-07-25,CUST1044,Puja Magar,Bhaktapur - Suryabinayak,Apparel,Winter Jacket,3,2425.06,7275.18,Cash
TXN103579,2025-08-31,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Dairy,DDC Milk 1L,1,280.22,280.22,eSewa
TXN103848,2025-11-05,CUST1019,Sarita Magar,Lalitpur - Pulchowk,Apparel,Cotton T-Shirt,1,812.54,812.54,Cash
TXN100378,2025-07-06,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Grocery,Salt 1kg,2,650.05,1300.1,
TXN102621,2025-10-02,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Apparel,Winter Jacket,2,1104.5,2209.0,Debit/Credit Card
TXN102099,2025-12-18,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Grocery,Salt 1kg,1,558.29,558.29,Bank Transfer
TXN100777,2025-10-25,CUST1048,Kritika Rai,Kathmandu - New Road,Electronics,Wall Clock,4,3257.01,13028.04,eSewa
TXN101875,2025-04-23,CUST1142,Rohit Maharjan,Lalitpur - Pulchowk,Electronics,Wall Clock,2,2224.27,4448.54,Cash
TXN100774,2025-01-03,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Household,Harpic Toilet Cleaner,1,159.05,159.05,Cash
TXN101015,2025-09-18,CUST1044,Puja Magar,Bhaktapur - Suryabinayak,Grocery,Sugar 1kg,2,469.89,939.78,Khalti
TXN101868,2025-06-09,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Electronics,Power Bank 10000mAh,2,1370.12,2740.24,Bank Transfer
TXN104444,2025-08-16,CUST1028,Rita Maharjan,Bhaktapur - Suryabinayak,Electronics,Bluetooth Earphones,3,1780.89,5342.67,Cash
TXN102102,2025-07-30,CUST1145,Manisha Adhikari,Biratnagar - Main Road,Personal Care,Nivea Body Lotion,3,147.2,441.6,Bank Transfer
TXN103740,2025-03-02,CUST1115,Rohit Maharjan,Chitwan - Bharatpur,Dairy,DDC Milk 1L,2,325.19,650.38,Bank Transfer
TXN104562,2025-07-29,CUST1019,Sarita Magar,Kathmandu - Kupondole,Household,Harpic Toilet Cleaner,4,423.69,1694.76,Cash
TXN102893,2025-11-18,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Personal Care,Colgate Toothpaste,3,378.34,1135.02,Khalti
TXN101839,2025-04-19,CUST1130,Alina Rai,Bhaktapur - Suryabinayak,Personal Care,Nivea Body Lotion,2,197.61,395.22,Cash
TXN101195,2025-06-17,CUST1136,Bikash Gurung,Kathmandu - Kupondole,Grocery,Red Lentil (Masoor Dal) 1kg,2,526.99,1053.98,eSewa
TXN100293,2025-09-11,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Dairy,Butter 200g,2,91.42,182.84,Cash
TXN103399,2025-12-01,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Apparel,Cotton T-Shirt,2,552.87,1105.74,Cash
TXN103838,2025-02-28,CUST1096,Sabnam Magar,Kathmandu - New Road,Grocery,Sugar 1kg,2,873.95,1747.9,Khalti
TXN105978,2025-04-15,CUST1056,Alina Shrestha,Kathmandu - New Road,Electronics,Bluetooth Earphones,2,3001.86,6003.72,Cash
TXN105687,2025-02-24,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Beverages,Real Juice 1L,4,326.4,1305.6,eSewa
TXN105985,2025-10-05,CUST1012,,Bhaktapur - Suryabinayak,Dairy,Butter 200g,3,229.44,688.32,Cash
TXN105144,2025-11-04,CUST1075,Deepak Magar,Butwal - Traffic Chowk,Grocery,Sugar 1kg,1,813.37,813.37,Cash
TXN105842,2025-11-11,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Personal Care,Dove Soap,2,615.68,1231.36,eSewa
TXN104907,2025-11-16,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Household,Surf Excel 1kg,1,513.23,513.23,Bank Transfer
TXN100255,2025-12-17,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Bakery,Sliced Bread,2,296.14,592.28,Cash
TXN100372,2025-10-27,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Bakery,Chocolate Cake Slice,1,109.25,109.25,Khalti
TXN101148,2025-12-02,CUST1039,Sabina Thapa,Bhaktapur - Suryabinayak,Personal Care,Head & Shoulders Shampoo,4,94.84,379.36,Bank Transfer
TXN100759,2025-12-24,CUST1106,Prakash Shrestha,Lalitpur - Pulchowk,Personal Care,Nivea Body Lotion,3,433.32,1299.96,Cash
TXN100293,2025-09-11,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Household,Harpic Toilet Cleaner,4,770.88,3083.52,Cash
TXN105074,2025-11-17,CUST1059,Rajesh Shrestha,Kathmandu - Kupondole,Bakery,Chocolate Cake Slice,2,137.97,275.94,Cash
TXN103720,2025-11-15,CUST1128,Milan Karki,Kathmandu - New Road,Dairy,Butter 200g,3,190.61,571.83,Debit/Credit Card
TXN100830,2025-10-10,CUST1013,Kiran Shrestha,Biratnagar - Main Road,Apparel,Kids Frock,4,2419.72,9678.88,Cash
TXN105637,2025-01-13,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Personal Care,Dove Soap,3,500.73,1502.19,Khalti
TXN105584,2025-10-22,CUST1035,Rita Shrestha,Biratnagar - Main Road,Dairy,Yogurt (Dahi) 500g,2,74.17,148.34,Bank Transfer
TXN101315,2025-03-12,CUST1085,,Bhaktapur - Suryabinayak,Household,Vim Dishwash Bar,4,221.13,884.52,Cash
TXN103798,2025-09-09,CUST1101,Sabnam Bhattarai,Kathmandu - New Road,Grocery,Wheat Flour 5kg,2,760.59,1521.18,Debit/Credit Card
TXN104534,2025-11-20,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Beverages,Real Juice 1L,2,266.65,533.3,Khalti
TXN105080,2025-12-06,CUST1040,Puja Gurung,Butwal - Traffic Chowk,Apparel,Socks (3-pair pack),1,1447.51,1447.51,eSewa
TXN101399,2025-11-17,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Grocery,Sugar 1kg,3,637.76,1913.28,Bank Transfer
TXN104420,2025-10-20,CUST1031,Sabnam Khadka,Bhaktapur - Suryabinayak,Personal Care,Colgate Toothpaste,1,392.32,392.32,Cash
TXN102569,2025-04-24,CUST1026,Rohit Maharjan,Butwal - Traffic Chowk,Beverages,Tea Leaves (Ilam) 250g,1,372.44,372.44,Debit/Credit Card
TXN102324,2025-05-14,CUST1005,Milan Lama,Butwal - Traffic Chowk,Electronics,Wall Clock,3,2515.66,7546.98,Cash
TXN100253,2025-09-07,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Personal Care,Dove Soap,2,623.69,1247.38,Cash
TXN101921,2025-08-21,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Apparel,Kids Frock,4,2998.79,11995.16,eSewa
TXN100172,2025-11-29,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Grocery,Wai Wai Noodles (pack),3,533.3,1599.9,eSewa
TXN103546,2025-09-25,CUST1078,Bijay Magar,Kathmandu - Kupondole,Bakery,Khari Biscuit Pack,1,289.56,289.56,Cash
TXN100516,2025-10-14,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Personal Care,Sanitary Pads Pack,1,191.26,191.26,Khalti
TXN100635,2025-03-25,CUST1070,Alina Rai,Kathmandu - Kupondole,Electronics,USB Cable Type-C,4,2286.32,9145.28,eSewa
TXN102612,2025-06-26,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Electronics,Bluetooth Earphones,3,2713.29,8139.87,Debit/Credit Card
TXN105097,2025-10-07,CUST1137,Sunita Tamang,Kathmandu - New Road,Dairy,Yogurt (Dahi) 500g,3,342.94,1028.82,Khalti
TXN102045,2025-10-18,CUST1058,Alina Lama,Butwal - Traffic Chowk,Grocery,Sugar 1kg,4,285.51,1142.04,Debit/Credit Card
TXN104623,2025-09-06,CUST1069,Bijay Magar,Lalitpur - Pulchowk,Apparel,Winter Jacket,4,2923.64,11694.56,eSewa
TXN105875,2025-05-18,CUST1036,Sunita Maharjan,Lalitpur - Pulchowk,Beverages,Nescafe Coffee 100g,3,93.45,280.35,Khalti
TXN100056,2025-11-27,CUST1005,Milan Lama,Butwal - Traffic Chowk,Electronics,USB Cable Type-C,2,2286.91,4573.82,Khalti
TXN104891,2025-05-01,CUST1068,Sarita Adhikari,Pokhara - Lakeside,Apparel,Kids Frock,4,1561.29,6245.16,Cash
TXN105468,2025-09-10,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Personal Care,Head & Shoulders Shampoo,3,518.71,1556.13,Debit/Credit Card
TXN104594,2025-02-21,CUST1010,,Chitwan - Bharatpur,Personal Care,Dove Soap,1,269.28,269.28,eSewa
TXN101598,2025-12-17,CUST1110,Sushma Karki,Kathmandu - New Road,Personal Care,Nivea Body Lotion,2,,850.84,Cash
TXN103248,2025-08-17,CUST1033,Rohit Khadka,Butwal - Traffic Chowk,Grocery,Mustard Oil 1L,2,861.01,1722.02,eSewa
TXN100378,2025-07-06,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Apparel,Socks (3-pair pack),3,950.62,2851.86,eSewa
TXN100728,2025-07-04,CUST1097,Milan Basnet,Kathmandu - New Road,Bakery,Chocolate Cake Slice,4,217.54,870.16,Cash
TXN102498,2025-04-24,CUST1041,Sushma Bhattarai,Lalitpur - Pulchowk,Personal Care,Sanitary Pads Pack,2,318.04,636.08,Khalti
TXN100639,2025-10-17,CUST1046,Sarita Karki,Lalitpur - Pulchowk,Apparel,Kids Frock,1,979.95,979.95,Cash
TXN103758,2025-12-21,CUST1048,Kritika Rai,Kathmandu - New Road,Grocery,Wheat Flour 5kg,2,283.54,567.08,eSewa
TXN100698,2025-12-25,CUST1050,Manisha Rai,Pokhara - Lakeside,Grocery,Salt 1kg,4,312.3,1249.2,Debit/Credit Card
TXN100633,2025-10-11,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,2,1788.47,3576.94,Cash
TXN103302,2025-03-14,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Personal Care,Sanitary Pads Pack,1,337.92,337.92,Cash
TXN104866,2025-08-26,CUST1019,Sarita Magar,Kathmandu - Kupondole,Electronics,USB Cable Type-C,3,581.68,1745.04,eSewa
TXN105668,2025-07-25,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Beverages,Tea Leaves (Ilam) 250g,4,,1228.04,Khalti
TXN103406,2025-06-19,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Electronics,USB Cable Type-C,2,705.9,1411.8,Cash
TXN103689,2025-03-02,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Grocery,Wheat Flour 5kg,4,128.57,514.28,eSewa
TXN103226,2025-09-04,CUST1035,Rita Shrestha,Biratnagar - Main Road,Dairy,DDC Milk 1L,2,135.57,271.14,eSewa
TXN102438,2025-02-28,CUST1127,Sunita Adhikari,Kathmandu - New Road,Apparel,Socks (3-pair pack),3,,6063.69,Khalti
TXN101746,2025-09-16,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Dairy,DDC Milk 1L,4,236.55,946.2,Khalti
TXN100070,2025-09-26,CUST1044,Puja Magar,Bhaktapur - Suryabinayak,,Nimbus Cheese Slices,4,123.83,495.32,Khalti
TXN102284,2025-09-23,CUST1101,Sabnam Bhattarai,Lalitpur - Pulchowk,Apparel,Cotton T-Shirt,3,2772.27,8316.81,eSewa
TXN102236,2025-08-05,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Grocery,Wheat Flour 5kg,4,576.69,2306.76,Khalti
TXN101999,2025-07-16,CUST1019,Sarita Magar,Kathmandu - Kupondole,Dairy,DDC Milk 1L,1,239.45,239.45,Debit/Credit Card
TXN103809,2025-01-05,CUST1080,Sandip Basnet,Chitwan - Bharatpur,Apparel,Kids Frock,4,2864.57,11458.28,
TXN101693,2025-10-14,CUST1057,Neha Karki,Lalitpur - Pulchowk,Beverages,Coca-Cola 1.5L,4,222.86,891.44,Bank Transfer
TXN102239,2025-05-28,CUST1036,Sunita Maharjan,Kathmandu - Kupondole,Apparel,Socks (3-pair pack),4,1777.52,7110.08,eSewa
TXN100338,2025-12-24,CUST1005,Milan Lama,Butwal - Traffic Chowk,Personal Care,Dove Soap,4,343.2,1372.8,eSewa
TXN102794,2025-01-10,CUST1136,Bikash Gurung,Lalitpur - Pulchowk,Apparel,Formal Shirt,4,2106.24,8424.96,Cash
TXN102124,2025-11-25,CUST1111,Sandip Gurung,Biratnagar - Main Road,Electronics,Extension Board,1,1609.36,1609.36,Cash
TXN104670,2025-06-14,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Household,Harpic Toilet Cleaner,2,1139.14,2278.28,Khalti
TXN103129,2025-09-14,CUST1061,Bikash Shrestha,Bhaktapur - Suryabinayak,Electronics,Extension Board,1,1289.38,1289.38,Cash
TXN105345,2025-05-20,CUST1064,Sandip Khadka,Bhaktapur - Suryabinayak,Beverages,Tea Leaves (Ilam) 250g,1,484.95,484.95,eSewa
TXN103124,2025-09-01,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Dairy,Butter 200g,2,359.48,718.96,Cash
TXN101345,2025-10-17,CUST1115,Rohit Maharjan,Chitwan - Bharatpur,Dairy,Paneer 250g,1,146.06,146.06,Khalti
TXN103302,2025-03-14,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Dairy,Butter 200g,2,,507.12,Cash
TXN104724,2025-11-16,CUST1142,Rohit Maharjan,Lalitpur - Pulchowk,Apparel,Kids Frock,1,1969.89,1969.89,Cash
TXN104649,2025-10-11,CUST1058,Alina Lama,Butwal - Traffic Chowk,Electronics,Extension Board,1,2243.36,2243.36,eSewa
TXN100039,2025-03-23,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Electronics,Wall Clock,3,1229.88,3689.64,eSewa
TXN103759,2025-06-21,CUST1058,Alina Lama,Butwal - Traffic Chowk,Household,Surf Excel 1kg,4,630.71,2522.84,Khalti
TXN104443,2025-04-24,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Bakery,Sliced Bread,1,266.34,266.34,eSewa
TXN102151,2025-11-11,CUST1119,Nabin Maharjan,Kathmandu - New Road,Bakery,Khari Biscuit Pack,4,302.38,1209.52,Cash
TXN101533,2025-10-19,CUST1128,Milan Karki,Kathmandu - New Road,Grocery,Salt 1kg,1,673.95,673.95,Cash
TXN105077,2025-10-14,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Personal Care,Head & Shoulders Shampoo,4,597.32,2389.28,Debit/Credit Card
TXN105375,2025-07-25,CUST1056,Alina Shrestha,Kathmandu - New Road,Beverages,Gorkha Beer (6-pack),2,199.21,398.42,Cash
TXN104814,2025-01-30,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Dairy,DDC Milk 1L,2,133.01,266.02,Khalti
TXN102616,2025-01-09,CUST1117,Prakash Shrestha,Pokhara - Lakeside,Apparel,Winter Jacket,3,2048.68,6146.04,Khalti
TXN105486,2025-12-10,CUST1057,Neha Karki,Kathmandu - New Road,Beverages,Real Juice 1L,1,341.66,341.66,Cash
TXN103493,2025-11-24,CUST1114,Sabnam Khadka,Biratnagar - Main Road,Beverages,Tea Leaves (Ilam) 250g,3,257.48,772.44,Khalti
TXN105741,2025-08-14,CUST1041,,Lalitpur - Pulchowk,Apparel,Formal Shirt,4,2105.64,8422.56,Khalti
TXN103321,2025-06-03,CUST1149,Sarita Poudel,Lalitpur - Pulchowk,Dairy,Yogurt (Dahi) 500g,2,368.21,736.42,Cash
TXN102527,2025-04-17,CUST1015,Sushma Bhattarai,Chitwan - Bharatpur,Dairy,Butter 200g,3,151.91,455.73,Cash
TXN105621,2025-10-16,CUST1102,Sandip Tamang,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,4,539.04,2156.16,Cash
TXN103691,2025-10-27,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Electronics,USB Cable Type-C,2,2177.76,4355.52,Cash
TXN100572,2025-06-01,CUST1042,Manisha Basnet,Kathmandu - New Road,Household,Harpic Toilet Cleaner,3,767.02,2301.06,eSewa
TXN102939,2025-05-14,CUST1149,Sarita Poudel,Biratnagar - Main Road,Grocery,Red Lentil (Masoor Dal) 1kg,1,291.03,291.03,Khalti
TXN102940,2025-07-22,CUST1076,Bikash Shrestha,Pokhara - Lakeside,Household,Steel Lunch Box,1,662.49,662.49,Debit/Credit Card
TXN104350,2025-07-27,CUST1050,Manisha Rai,Pokhara - Lakeside,Beverages,Coca-Cola 1.5L,4,480.38,1921.52,eSewa
TXN101404,2025-04-08,CUST1055,Rohit Poudel,Kathmandu - New Road,Grocery,Wheat Flour 5kg,2,414.7,829.4,Debit/Credit Card
TXN101946,2025-01-07,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Grocery,Mustard Oil 1L,2,,1713.7,Khalti
TXN103829,2025-09-01,CUST1003,Kiran Adhikari,Pokhara - Lakeside,Bakery,Chocolate Cake Slice,2,156.82,313.64,eSewa
TXN102888,2025-07-23,CUST1069,Bijay Magar,Lalitpur - Pulchowk,Electronics,Bluetooth Earphones,2,2969.6,5939.2,Khalti
TXN102186,2025-04-16,CUST1082,Aashish Tamang,Lalitpur - Pulchowk,Household,Steel Lunch Box,4,219.76,879.04,Bank Transfer
TXN100771,2025-05-07,CUST1070,Alina Rai,Kathmandu - New Road,Dairy,Nimbus Cheese Slices,3,134.38,403.14,eSewa
TXN100160,2025-08-27,CUST1097,Milan Basnet,Kathmandu - New Road,Beverages,Real Juice 1L,1,386.99,386.99,eSewa
TXN104579,2025-10-18,CUST1047,Rita Adhikari,Bhaktapur - Suryabinayak,Grocery,Basmati Rice 5kg,1,588.22,588.22,Debit/Credit Card
TXN104815,2025-10-19,CUST1028,Rita Maharjan,Butwal - Traffic Chowk,Beverages,Real Juice 1L,1,236.3,236.3,Cash
TXN103091,2025-04-30,CUST1101,Sabnam Bhattarai,Kathmandu - New Road,Personal Care,Dove Soap,2,416.83,833.66,Cash
TXN104289,2025-09-26,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Household,Surf Excel 1kg,4,998.53,3994.12,Bank Transfer
TXN104563,2025-02-14,CUST1127,Sunita Adhikari,Kathmandu - New Road,Personal Care,Colgate Toothpaste,4,536.82,2147.28,eSewa
TXN100978,2025-10-27,CUST1093,Aashish Magar,Bhaktapur - Suryabinayak,Beverages,Gorkha Beer (6-pack),4,495.06,1980.24,Khalti
TXN105123,2025-04-19,CUST1127,Sunita Adhikari,Kathmandu - New Road,Household,LED Bulb 9W,4,803.01,3212.04,Bank Transfer
TXN101449,2025-09-10,CUST1097,Milan Basnet,Kathmandu - New Road,Apparel,Kids Frock,2,2059.55,4119.1,eSewa
TXN104436,2025-04-15,CUST1115,Rohit Maharjan,Chitwan - Bharatpur,Beverages,Coca-Cola 1.5L,2,98.43,196.86,Khalti
TXN102477,2025-09-11,CUST1097,Milan Basnet,Kathmandu - New Road,Dairy,DDC Milk 1L,3,128.44,385.32,Cash
TXN102959,2025-09-28,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Household,Vim Dishwash Bar,1,785.39,785.39,Cash
TXN102143,2025-07-27,CUST1017,Nabin Lama,Pokhara - Lakeside,Apparel,Cotton T-Shirt,3,1373.33,4119.99,Khalti
TXN102148,2025-10-05,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Grocery,Red Lentil (Masoor Dal) 1kg,1,886.39,886.39,Bank Transfer
TXN101960,2025-02-03,CUST1110,Sushma Karki,Kathmandu - New Road,Bakery,Sliced Bread,1,65.25,65.25,eSewa
TXN100178,2025-03-29,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Bakery,Khari Biscuit Pack,4,54.98,219.92,Khalti
TXN104685,2025-01-25,CUST1115,Rohit Maharjan,Chitwan - Bharatpur,Apparel,Cotton T-Shirt,3,2894.36,8683.08,Khalti
TXN105325,2025-11-28,CUST1013,Kiran Shrestha,Biratnagar - Main Road,Apparel,Winter Jacket,3,680.23,2040.69,eSewa
TXN102595,2025-04-02,CUST1113,Nabin Basnet,Butwal - Traffic Chowk,Bakery,Butter Cookies,2,48.29,96.58,Debit/Credit Card
TXN103795,2025-10-13,CUST1005,Milan Lama,Butwal - Traffic Chowk,Bakery,Sliced Bread,2,196.41,392.82,Debit/Credit Card
TXN102123,2025-09-26,CUST1021,Rajesh Khadka,Biratnagar - Main Road,Electronics,Wall Clock,3,1615.11,4845.33,Cash
TXN104136,2025-10-03,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,1,2144.04,2144.04,Cash
TXN101274,2025-06-01,CUST1109,Deepak Lama,Kathmandu - Kupondole,Bakery,Butter Cookies,4,275.2,1100.8,Debit/Credit Card
TXN105546,2025-12-25,CUST1077,Prakash Basnet,Kathmandu - Kupondole,Personal Care,Colgate Toothpaste,3,,1789.47,Debit/Credit Card
TXN101497,2025-09-26,CUST1093,Aashish Magar,Biratnagar - Main Road,Grocery,Red Lentil (Masoor Dal) 1kg,1,735.28,735.28,Cash
TXN104423,2025-09-12,CUST1010,Anita Karki,Chitwan - Bharatpur,Electronics,Power Bank 10000mAh,1,2733.64,2733.64,Cash
TXN103576,2025-09-03,CUST1111,Sandip Gurung,Biratnagar - Main Road,Beverages,Gorkha Beer (6-pack),2,389.89,779.78,Debit/Credit Card
TXN102919,2025-09-16,CUST1067,Anita Shrestha,Kathmandu - Kupondole,Electronics,Wall Clock,2,1682.61,3365.22,Cash
TXN100069,2025-04-26,CUST1005,Milan Lama,Butwal - Traffic Chowk,Grocery,Red Lentil (Masoor Dal) 1kg,1,592.22,592.22,Khalti
TXN101003,2025-09-10,CUST1096,Sabnam Magar,Pokhara - Lakeside,Household,Surf Excel 1kg,4,788.44,3153.76,Bank Transfer
TXN105547,2025-06-14,CUST1004,Rajesh Adhikari,Kathmandu - Kupondole,Household,Surf Excel 1kg,3,612.15,1836.45,eSewa
TXN102115,2025-10-07,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Personal Care,Head & Shoulders Shampoo,4,414.96,1659.84,Cash
TXN102755,2025-07-14,CUST1043,Neha Maharjan,Butwal - Traffic Chowk,Grocery,Wai Wai Noodles (pack),2,783.44,1566.88,eSewa
TXN102811,2025-10-15,CUST1073,Bikash Shrestha,Kathmandu - New Road,Bakery,Chocolate Cake Slice,4,237.75,951.0,eSewa
TXN100361,2025-10-16,CUST1110,Sushma Karki,Kathmandu - New Road,Beverages,Tea Leaves (Ilam) 250g,4,244.56,978.24,Khalti
